RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.072846358,45,0,2617.0,,5,0,1,0,0.0
0.9880024,41,4,0.350025725,5830.0,9,0,2,0,3.0
0.409628228,46,0,0.208798534,6000.0,11,0,0,0,0.0
0.063944794,56,0,0.387643021,6554.0,11,0,2,0,1.0
0.971503562,31,0,0.403514087,3300.0,7,0,0,0,3.0
0.0,54,0,433.0,,7,0,1,0,0.0
0.264965783,43,0,0.136877247,3893.0,9,0,0,0,3.0
0.358508323,72,0,0.030328279,6000.0,4,0,0,0,1.0
0.028933262,37,0,0.62621817,3180.0,11,0,2,0,2.0
0.088747359,47,0,0.072473554,8885.0,9,0,0,0,1.0
0.102626107,60,0,199.0,,7,0,0,0,0.0
0.024665022,52,0,0.000967773,10332.0,3,0,0,0,0.0
0.180533211,60,1,216.0,,14,0,0,0,
0.0,38,0,1763.0,,6,0,2,0,0.0
0.211957608,53,0,0.20419895,4000.0,4,0,1,0,2.0
0.098668252,62,0,0.285780948,15000.0,12,0,2,0,0.0
0.9999999,50,1,0.166589755,6500.0,4,0,1,0,1.0
0.960358461,47,0,0.369278625,6750.0,9,0,0,0,1.0
0.946167054,40,3,0.070206621,4500.0,3,4,0,0,1.0
0.018648847,52,0,0.257092863,8000.0,5,0,2,0,0.0
0.046746701,46,0,409.0,,5,0,0,0,0.0
0.001439971,69,0,0.21686966,5500.0,8,0,1,0,0.0
0.013944698,58,0,304.0,,12,0,0,0,0.0
0.357382131,53,0,0.101583747,6250.0,4,0,0,0,1.0
0.007675401,53,0,0.004928806,3651.0,9,0,0,0,0.0
0.00319936,48,0,0.286428393,4000.0,9,0,0,0,0.0
0.022921998,67,0,0.003256645,9518.0,9,0,0,0,0.0
0.053958746,48,0,0.723455309,5000.0,9,0,2,0,1.0
0.005101848,53,0,0.668511066,3975.0,9,0,2,0,3.0
0.229588511,55,0,1850.5,1.0,15,0,1,0,0.0
0.9999999,52,0,0.153163152,900.0,0,0,0,0,0.0
0.705214739,54,0,3830.0,,7,0,2,0,0.0
0.9999999,45,0,0.0,6000.0,0,0,0,0,1.0
0.240773286,57,0,0.325825674,9900.0,15,0,1,0,0.0
0.101141376,40,0,0.966413435,2500.0,10,0,2,0,1.0
0.9999999,38,1,0.962229217,5400.0,15,0,2,0,2.0
0.844183997,62,0,0.908684157,4916.0,11,0,1,0,0.0
0.832703346,59,2,0.360940276,7316.0,8,0,0,0,0.0
0.632917807,55,0,0.520694466,6450.0,17,0,2,0,2.0
0.203477713,54,0,0.724879187,6000.0,22,0,2,0,2.0
0.0,81,0,0.0,,1,0,0,0,0.0
0.0669775,76,0,0.224702991,4881.0,11,0,1,0,0.0
0.043140965,31,0,0.338740765,6225.0,7,0,2,0,0.0
0.105212225,57,0,2270.0,,5,0,1,0,0.0
0.015226912,88,0,0.058397571,4280.0,9,0,1,0,0.0
0.007665131,67,0,1845.5,1.0,8,0,2,0,0.0
0.046341727,45,0,0.228200371,4850.0,13,0,0,0,0.0
0.572327695,38,0,0.117998011,9050.0,4,0,0,0,1.0
0.105650887,45,0,0.211453744,9533.0,9,0,1,0,1.0
0.024100447,86,0,0.010791367,2223.0,6,0,0,0,0.0
0.087029996,45,0,175.0,,3,0,0,0,0.0
0.9999999,67,0,0.266919763,13696.0,7,0,2,0,2.0
0.042289717,46,0,4.541391722,3333.0,15,0,8,0,2.0
0.916441462,39,0,0.305070622,24000.0,11,0,2,0,0.0
0.320564664,79,0,0.064039409,2029.0,2,0,0,0,0.0
0.022381074,47,0,0.178470255,6000.0,9,0,1,0,0.0
0.091045453,62,0,0.874382885,14583.0,24,0,10,0,0.0
0.097268306,40,0,0.803598201,2000.0,11,0,2,0,2.0
0.019420198,55,0,0.156404812,2825.0,12,0,0,0,0.0
0.111215923,31,0,0.073552426,10223.0,5,0,0,0,0.0
0.080644077,50,0,0.304426847,7702.0,15,0,2,0,3.0
0.320413658,63,0,3388.0,,12,0,2,0,0.0
0.02985629,74,0,0.00860872,3600.0,7,0,0,0,0.0
0.854286095,29,0,0.077260755,3416.0,4,0,0,0,0.0
0.510344068,48,0,0.483667144,8387.0,12,0,2,0,6.0
0.010846186,60,0,1.041756546,70000.0,38,0,32,0,0.0
2.003992016,28,0,59.0,,0,1,0,0,0.0
0.0,55,0,0.969212315,2500.0,9,0,1,0,1.0
0.032362165,68,0,1.271891244,2500.0,7,0,2,0,0.0
1.00999001,25,0,0.077012384,2583.0,2,0,0,0,0.0
0.0,60,0,1303.0,,17,0,1,0,0.0
0.025570698,31,0,0.56143445,1700.0,11,0,1,0,1.0
0.350092011,36,0,0.148527529,5466.0,7,0,0,0,0.0
0.047997333,57,0,0.260353469,7581.0,4,0,1,0,1.0
0.042034052,37,0,0.394945147,7200.0,10,0,2,0,1.0
0.221170345,41,0,2287.0,,6,0,1,0,0.0
0.017766799,44,0,0.337543227,6650.0,13,1,1,0,0.0
0.0,48,0,0.152691014,8323.0,8,0,0,0,1.0
0.291664752,54,0,0.446182802,8500.0,8,0,2,0,2.0
0.003685689,50,0,0.001925669,5192.0,10,0,0,0,0.0
0.341941655,30,0,0.290233838,2180.0,4,0,0,0,0.0
0.00053842,27,0,1.039215686,764.0,4,0,0,0,0.0
0.0,56,0,0.727802537,5833.0,12,0,2,0,0.0
0.9999999,63,0,0.403797006,5477.0,4,1,1,0,0.0
0.200469988,51,0,240.0,,4,0,0,0,0.0
0.0,79,0,0.0,3300.0,3,0,0,0,0.0
0.038968631,65,0,0.489847716,11425.0,14,0,4,0,0.0
0.320121986,26,0,0.201079194,6300.0,15,0,0,0,0.0
0.079890473,83,0,0.07938991,5113.0,9,0,0,0,0.0
0.9999999,30,0,0.356369692,1200.0,3,0,0,0,0.0
0.229074357,53,2,0.248354881,12916.0,11,0,2,0,2.0
0.7712425,46,0,4599.0,,9,0,2,0,1.0
0.067077455,44,0,1649.0,,3,0,1,0,0.0
0.488151185,73,0,0.141038305,18221.0,6,0,2,0,0.0
0.666633337,31,0,0.50312989,3833.0,5,0,1,0,0.0
0.106826775,69,0,0.059748428,4133.0,11,0,0,0,0.0
0.0,28,0,2.0,,8,0,0,0,0.0
0.422658511,51,0,0.208388375,9083.0,9,0,2,0,0.0
0.507818496,57,0,3496.0,,25,0,1,0,0.0
0.685548059,35,0,0.443756632,5653.0,7,0,1,0,1.0
0.464034133,47,0,0.685910438,6408.0,11,0,2,0,2.0
0.280231929,36,0,2166.0,,18,0,3,0,3.0
0.155706101,40,0,0.294942904,6129.0,7,0,1,0,3.0
0.003620612,48,0,891.0,,6,0,1,0,0.0
0.323220238,34,0,0.304616849,2100.0,6,0,0,0,0.0
0.016339945,60,1,0.006174655,3400.0,3,0,0,0,0.0
0.027305592,66,0,571.0,,7,0,0,0,
0.9999999,36,0,0.011799213,15000.0,4,0,0,0,1.0
0.317894568,49,0,0.141443907,4750.0,7,0,1,0,0.0
0.9999999,24,0,0.0,2650.0,0,0,0,0,1.0
0.569167476,29,0,0.453109378,5000.0,12,0,1,0,0.0
0.0,28,0,0.090472762,4166.0,5,0,0,0,0.0
0.06359576,58,0,0.011285772,2480.0,2,0,0,0,0.0
0.233085544,75,0,184.0,,7,0,0,0,0.0
0.092892292,74,0,0.231924883,6389.0,14,0,2,0,0.0
0.0,37,0,0.360127974,5000.0,9,0,1,0,0.0
1.062744771,48,0,0.173706441,41667.0,11,0,2,0,2.0
0.106152308,44,0,0.505593506,10100.0,10,0,1,0,3.0
0.0,37,0,0.364232082,7324.0,9,0,1,0,3.0
0.004880836,89,0,0.000476145,10500.0,12,0,0,0,0.0
0.336550201,61,4,0.332416896,4000.0,10,0,1,0,0.0
0.068072222,58,0,0.561168895,2018.0,13,0,0,0,1.0
0.178220626,45,1,0.631179411,5400.0,19,0,1,0,1.0
0.074173835,33,0,0.342587123,8464.0,12,0,1,0,3.0
0.007008427,62,0,0.001709645,7018.0,4,0,0,0,0.0
0.050410095,55,0,0.242471162,12916.0,8,0,2,0,0.0
0.018717909,54,0,1.365735768,1861.0,16,0,1,1,2.0
0.912541825,38,1,0.443015256,6685.0,9,0,3,0,0.0
0.445432529,74,0,0.0638213,7520.0,6,0,0,0,0.0
0.328989034,57,0,0.517624119,6666.0,7,0,1,0,1.0
0.483660278,32,0,0.163367327,5000.0,8,0,0,0,2.0
0.120643968,33,0,0.574794716,2800.0,4,0,2,0,0.0
0.271060944,66,0,0.483739223,6610.0,20,0,2,0,1.0
0.006720021,57,0,0.132703145,5500.0,5,0,1,0,0.0
0.016497238,59,0,53.0,,13,0,0,0,0.0
0.750791648,48,0,0.388961104,10000.0,7,0,2,0,2.0
0.9999999,58,0,0.38972844,8800.0,8,0,2,0,1.0
0.247956219,38,0,0.100703443,2700.0,8,0,0,0,2.0
0.11475541,53,0,940.0,,3,0,1,0,0.0
0.041931909,35,0,0.208121827,8667.0,11,0,1,0,0.0
0.082461169,39,0,0.338590236,7291.0,13,0,2,0,1.0
0.077461144,52,0,0.252846959,10800.0,6,0,1,0,3.0
0.346765323,86,0,0.598583235,3387.0,4,0,1,0,1.0
0.062850914,53,0,0.663729809,4085.0,11,0,2,0,0.0
0.9999999,42,0,0.364377974,4412.0,6,0,2,0,2.0
0.032483758,34,0,2.0,,5,1,0,0,0.0
0.871395902,42,0,0.586337383,5020.0,16,0,2,0,5.0
0.000270265,35,0,0.461507698,5000.0,13,0,1,0,1.0
0.039824969,66,0,905.0,,6,0,2,0,1.0
0.19011341,33,0,0.054490918,6000.0,10,0,0,0,2.0
0.043453182,73,0,1269.0,,5,0,1,0,0.0
0.209866866,55,0,0.658263836,5275.0,15,0,3,0,2.0
0.001702617,75,0,3.0,,10,0,0,0,0.0
0.0,46,0,0.130537601,12685.0,8,0,0,0,3.0
0.376910337,72,0,0.932553957,1111.0,11,0,1,0,0.0
0.250895171,68,0,0.171331828,26579.0,12,0,2,0,0.0
0.265934412,52,0,0.606469689,3925.0,6,0,1,0,1.0
0.699291438,28,0,0.382885696,1600.0,8,0,0,0,2.0
0.885582503,35,3,0.489133281,3818.0,6,1,0,0,2.0
0.056846207,50,7,0.47763829,5097.0,19,0,1,0,2.0
0.267314531,53,0,1.012207883,2866.0,10,0,1,0,1.0
0.281033988,33,0,0.415658816,4712.0,9,0,1,0,2.0
0.02055945,66,0,0.184479886,4200.0,5,0,0,0,0.0
0.530529398,41,0,0.325030804,11361.0,12,0,1,0,3.0
0.081027414,47,0,0.148648649,5105.0,18,0,0,0,1.0
0.410556849,38,1,0.336898396,5235.0,8,0,0,0,0.0
0.103550343,66,1,0.136572685,5000.0,15,0,0,0,1.0
0.013795701,53,0,0.151130723,3625.0,18,0,1,0,0.0
0.04147926,41,0,0.55151729,2833.0,5,0,2,0,0.0
0.069891609,43,0,2782.0,,11,0,1,0,0.0
0.864114959,40,0,2080.0,,7,0,1,0,0.0
0.0,51,2,0.481931112,7083.0,9,0,2,0,2.0
0.065592734,54,0,1370.0,,8,0,0,0,1.0
0.031644093,68,1,0.041022949,13333.0,8,0,2,0,0.0
0.871664673,58,1,0.117452373,12387.0,10,0,0,0,2.0
0.049522903,56,0,0.205497382,6875.0,9,0,1,0,0.0
0.105684523,61,0,1274.0,,6,0,1,0,0.0
0.0,66,2,0.279759036,4149.0,8,0,1,0,3.0
0.038600188,47,0,0.308892148,7500.0,14,0,1,0,2.0
0.18329526,60,0,0.341541519,9055.0,13,0,1,0,1.0
0.898927468,56,0,1704.0,,5,0,1,0,1.0
0.028726837,49,0,0.089022215,6166.0,8,0,0,0,1.0
0.822448597,36,0,0.382899298,11250.0,12,0,2,0,2.0
0.623818809,52,1,0.55963467,5583.0,8,0,1,0,3.0
0.021348933,50,0,12.0,,2,0,0,0,0.0
0.015883536,34,0,0.443720648,6600.0,9,0,1,0,0.0
0.035721674,45,0,0.354548484,3000.0,8,0,1,0,2.0
0.050464651,36,0,0.043224119,6500.0,5,0,0,0,0.0
0.100585418,40,0,1769.0,,9,0,1,0,0.0
0.064703979,58,0,184.0,,3,0,1,0,0.0
0.357513341,59,0,1806.0,,10,0,0,0,0.0
0.9999999,42,0,0.860342345,6250.0,9,0,4,0,1.0
0.0,69,0,0.627723971,3303.0,12,0,2,0,0.0
0.228554289,25,1,0.020349875,2800.0,5,0,0,0,0.0
0.9999999,22,98,0.0,201.0,0,98,0,98,0.0
0.104059729,29,0,1.25883613,2800.0,6,0,2,0,1.0
0.029581981,69,0,0.030646236,1500.0,6,0,0,0,0.0
0.151224581,42,0,384.0,1.0,7,0,0,0,3.0
0.132627174,72,0,0.02850293,7507.0,7,0,0,0,0.0
0.029995715,53,0,0.001448855,3450.0,2,0,0,0,0.0
0.437480188,30,0,0.473914402,3200.0,13,0,1,0,0.0
0.018896226,51,0,0.228979184,11000.0,11,0,1,0,1.0
0.587309776,58,0,0.365770596,13800.0,17,0,2,0,0.0
0.1778491,58,0,0.318189341,12083.0,9,0,2,0,2.0
0.537011575,42,0,0.563188254,7627.0,12,0,1,0,2.0
0.05824636,79,0,0.004977876,5423.0,4,0,0,0,0.0
0.031640131,73,0,0.006761261,10500.0,15,0,0,0,0.0
0.008305311,59,0,2363.0,,17,0,1,0,0.0
0.320788779,73,0,0.659746251,2600.0,7,0,1,0,0.0
0.776693251,41,0,0.38528631,5273.0,7,0,2,0,0.0
0.172815899,42,3,0.45732868,6303.0,8,0,2,1,1.0
50708.0,55,0,0.221757322,38000.0,7,0,2,0,0.0
1.06197521,24,0,0.129502394,4802.0,4,0,0,0,0.0
0.594281144,59,0,0.115088491,10000.0,4,5,0,0,1.0
0.062539769,54,0,0.264133794,5500.0,10,0,1,0,2.0
0.015509888,61,0,4665.0,,8,0,1,0,0.0
0.501135373,56,0,0.275202435,18400.0,22,0,6,0,1.0
0.015050896,67,0,67.0,,11,0,0,0,0.0
0.015240821,49,0,2447.0,,6,0,1,0,2.0
0.024367505,65,0,648.0,,9,0,1,0,1.0
0.544357709,68,0,2471.0,,10,0,0,0,0.0
0.079877422,81,0,118.0,,4,0,0,0,
0.196593971,51,0,1394.0,,7,0,1,0,0.0
0.037704622,55,0,0.130811531,6000.0,14,0,0,0,0.0
0.443088923,54,3,2299.0,,12,2,0,0,0.0
0.009772505,60,0,1697.0,,5,0,2,0,0.0
0.152856751,61,0,0.528505701,4998.0,8,0,2,0,0.0
1.008181586,50,3,3814.0,,10,0,1,0,0.0
0.44264181,56,1,0.106504469,12083.0,11,0,0,0,0.0
0.002283171,57,0,0.432162239,3500.0,15,0,1,0,1.0
0.0,62,0,374.0,,4,0,0,0,0.0
0.100699985,54,0,3093.0,,9,0,3,0,0.0
0.024155764,59,0,2292.0,,11,0,1,0,
0.9999999,30,0,0.537015276,850.0,5,0,0,0,3.0
0.055996889,70,0,51.0,,2,0,0,0,0.0
0.0,82,0,7.0,,1,0,0,0,0.0
0.014546473,61,0,104.0,,7,0,0,0,1.0
0.219654499,63,1,3511.0,,12,0,2,0,0.0
0.018170178,60,0,0.491523546,9024.0,5,0,2,0,1.0
0.298745026,27,0,0.90736342,420.0,6,0,0,0,0.0
0.201663466,67,0,882.0,,6,0,1,0,0.0
0.9999999,48,0,0.11410382,4083.0,1,0,0,0,0.0
0.072428144,56,0,774.0,,6,0,1,0,0.0
0.006104296,47,0,0.258078539,6900.0,2,0,1,0,4.0
0.9999999,48,1,0.203167493,6250.0,1,0,1,0,0.0
0.049058192,50,0,0.222505308,7064.0,9,0,1,0,1.0
0.0,47,1,0.082158776,8300.0,7,0,0,1,2.0
0.020773193,70,0,0.102689731,10000.0,7,0,1,0,0.0
0.153024866,43,0,0.594681064,5000.0,9,0,1,0,1.0
0.084416512,38,0,0.105910956,6580.0,7,0,0,0,0.0
0.545149473,67,0,0.438130156,12000.0,17,0,2,0,0.0
0.140517653,88,0,1.017423593,3500.0,15,1,2,0,0.0
0.045067285,57,0,0.279553029,5100.0,16,0,1,0,1.0
0.666068387,48,1,0.648783739,3000.0,18,0,1,0,3.0
0.16653274,53,0,0.543625949,7506.0,11,0,3,0,3.0
0.029004087,71,0,0.155276295,11617.0,20,0,2,0,1.0
0.0,42,0,0.245861334,6100.0,7,0,1,0,5.0
0.048079038,78,0,71.0,,8,0,0,0,0.0
0.462282911,37,1,0.388924497,7800.0,9,0,1,1,0.0
0.0,64,0,0.3916014,6000.0,8,0,1,0,1.0
0.9999999,52,0,0.184066607,12250.0,4,0,1,0,3.0
0.081180236,51,0,0.279588816,25000.0,12,0,3,0,3.0
0.610018139,34,0,3211.0,0.0,10,0,2,0,0.0
0.040117255,45,1,0.095159697,3036.0,7,0,0,0,3.0
1.083832335,30,0,16.0,,1,0,0,0,0.0
0.071141587,46,1,1754.0,,6,0,1,0,0.0
0.950166113,39,2,0.324193088,3500.0,6,1,0,1,3.0
0.036935369,69,0,0.113471632,4000.0,6,0,1,0,0.0
1.002570694,25,0,0.235380117,2051.0,5,0,0,1,0.0
2619.0,66,0,0.347826087,2000.0,6,0,1,0,0.0
0.163942762,78,0,0.535287731,920.0,8,0,0,0,0.0
0.0207013,53,1,0.592812082,5230.0,12,0,1,0,1.0
0.159765943,50,1,0.907829534,2017.0,10,0,1,0,0.0
0.028922039,53,0,7605.0,,11,0,2,0,0.0
0.081842699,48,0,0.368947452,6298.0,15,0,2,0,0.0
0.151842979,47,0,0.375719624,9900.0,11,0,3,0,1.0
0.226236545,63,0,0.775794172,3808.0,8,0,1,0,0.0
0.887938129,61,0,0.618487173,7561.0,20,0,3,0,2.0
0.9999999,56,0,0.274513243,5700.0,7,0,1,0,1.0
0.389748534,63,0,0.447799487,5066.0,15,0,1,0,0.0
0.215520612,64,0,0.422298142,12000.0,12,0,3,0,0.0
0.010873313,67,0,0.003499125,4000.0,3,0,0,0,0.0
0.925074925,32,3,0.593550806,2666.0,2,0,1,0,0.0
0.248168757,66,0,0.259263019,9850.0,16,0,1,0,2.0
0.436042653,69,0,0.414636989,8580.0,7,0,2,0,0.0
0.9999999,33,0,0.037192561,5000.0,0,2,0,0,2.0
0.0,73,0,4199.0,,6,0,1,0,0.0
0.259017232,62,0,0.264458843,4166.0,12,0,0,0,0.0
0.116028871,64,0,0.060475162,8333.0,5,0,0,0,0.0
0.060884379,47,1,0.245017113,4966.0,9,0,1,0,0.0
0.019587977,68,0,0.233280395,5666.0,8,0,1,0,2.0
0.796165298,53,0,0.614919254,20000.0,27,0,4,0,4.0
0.795758864,45,0,1.398212359,6488.0,11,0,1,0,0.0
0.138236953,46,0,0.781055901,2575.0,12,0,2,0,3.0
0.050760424,54,0,0.063651067,19166.0,10,0,0,0,3.0
0.024144577,65,0,3125.0,,11,0,2,0,0.0
0.060342215,51,0,0.022814663,3900.0,4,0,0,0,0.0
0.011879632,67,0,0.002109898,10900.0,5,0,0,0,0.0
0.0,33,0,0.128023218,3100.0,8,0,0,0,0.0
0.588223636,37,0,4540.0,,9,0,2,0,0.0
0.0,31,0,0.134060606,4124.0,2,0,0,0,0.0
0.451068942,53,0,6566.0,,17,0,4,0,0.0
0.489434249,43,0,0.230681331,7000.0,14,0,0,0,1.0
0.239735812,45,0,0.73225917,5833.0,9,0,1,0,0.0
1.080983803,40,1,0.376108503,3833.0,5,0,0,0,1.0
0.352246213,53,0,0.249617966,15050.0,16,0,2,0,0.0
0.787442511,35,0,0.338664534,2500.0,3,0,0,0,0.0
0.187301758,49,0,0.216586449,2700.0,3,0,0,0,1.0
0.009269404,73,0,4148.0,,9,0,2,0,0.0
0.153048767,62,0,0.319921277,4572.0,12,0,1,0,0.0
0.9999999,39,0,0.201554692,1800.0,2,0,0,0,3.0
0.9999999,38,0,0.002499107,2800.0,1,0,0,0,1.0
0.076700434,30,0,0.034364261,3200.0,1,0,0,0,1.0
0.366593194,57,0,0.635512051,9500.0,11,0,3,0,1.0
0.411679416,60,0,0.287954621,5993.0,4,0,1,0,0.0
0.113893915,41,0,0.237238185,9500.0,10,0,2,0,0.0
0.430928179,35,0,0.244918361,3000.0,6,0,0,0,3.0
0.269162282,56,0,0.175486031,15533.0,12,0,1,0,0.0
0.901960211,46,0,4856.0,,12,0,2,0,1.0
0.036632359,47,0,0.51695665,3390.0,6,0,1,0,0.0
0.021630104,58,0,1702.0,,6,0,1,0,0.0
0.0,80,0,18.0,,4,0,0,0,0.0
0.066629471,59,0,0.259874013,10000.0,7,0,1,0,2.0
0.027685378,83,0,0.16918429,2316.0,13,0,0,0,0.0
0.101008056,34,0,0.028363358,2608.0,2,0,0,0,2.0
0.305994899,48,0,0.31929748,9166.0,9,0,1,0,1.0
0.320447881,32,4,0.363062352,3800.0,10,0,0,0,1.0
0.024292685,55,0,2750.0,,11,0,2,0,3.0
0.297412955,63,0,0.310135517,7083.0,19,0,1,0,0.0
0.453801031,66,1,0.919360213,3000.0,19,0,4,0,0.0
0.29882995,72,0,0.770486229,2940.0,8,0,1,0,0.0
0.094445985,32,0,0.678763924,2782.0,7,0,1,0,0.0
0.107288999,72,0,0.299378546,3700.0,19,0,1,0,0.0
0.050786045,44,0,0.204764803,11500.0,8,0,2,0,2.0
0.194327,47,0,0.785467128,2600.0,9,0,1,0,0.0
0.0,63,0,0.205586294,15000.0,5,0,1,0,0.0
0.422467288,51,0,0.430760499,1761.0,10,0,0,0,2.0
0.0,46,0,0.246215367,3500.0,5,0,1,0,2.0
0.033515256,55,0,0.008440047,3435.0,3,0,0,0,3.0
0.37962038,24,0,5.5,1.0,1,0,0,0,0.0
0.03898002,63,0,479.0,,4,0,0,0,0.0
0.487773279,50,0,0.343102216,4196.0,16,0,1,0,1.0
0.95442585,52,1,0.494040524,3355.0,9,3,1,1,3.0
0.00604057,49,0,0.422938073,3600.0,6,0,1,0,1.0
0.117279044,55,0,0.218501703,12333.0,14,0,1,0,0.0
0.015133253,32,0,0.339110148,6000.0,9,0,1,0,0.0
0.100155259,53,0,113.0,,2,0,0,0,0.0
0.002234595,69,0,3090.0,,10,0,3,0,1.0
0.00128799,63,0,0.000428327,7003.0,14,0,0,0,0.0
0.0,43,0,0.418045471,8400.0,15,0,3,0,1.0
0.299780015,40,0,0.196676066,16666.0,2,0,1,0,2.0
0.137866559,60,0,0.626107501,1692.0,7,0,1,0,0.0
0.094095257,56,0,0.299511195,12683.0,8,0,3,0,0.0
0.0,26,0,0.646684832,1100.0,2,0,0,0,0.0
0.082897455,43,0,0.190446841,3244.0,5,0,1,0,0.0
0.9999999,32,0,0.051716645,2300.0,6,0,0,1,0.0
0.084025537,33,0,0.047373567,11250.0,5,0,0,0,0.0
0.95649323,39,0,7617.0,,13,0,1,0,0.0
0.0,44,0,0.422080943,6448.0,4,0,2,0,3.0
1.066884769,28,1,0.274368231,3600.0,4,0,0,0,0.0
0.180403275,81,0,0.448979592,1371.0,13,0,0,0,0.0
0.025265824,61,0,0.115098322,9000.0,16,0,2,0,0.0
0.010787005,80,0,0.002013153,7450.0,4,0,0,0,1.0
0.9999999,42,0,0.060838748,3385.0,1,0,0,0,0.0
0.287382895,46,1,0.29430759,30039.0,12,1,3,0,4.0
0.037390164,56,0,853.0,,18,0,1,0,0.0
0.203080335,60,0,0.258514851,10099.0,12,0,2,0,3.0
0.955441302,69,0,0.39086971,3000.0,8,0,0,0,0.0
0.028437571,52,0,0.335680751,3833.0,8,0,1,0,3.0
0.080162187,44,0,0.158691615,7000.0,7,0,1,0,0.0
0.9999999,46,0,0.363340622,18750.0,7,0,2,0,0.0
0.399193676,80,0,562.0,,4,0,0,0,
0.033765541,39,0,0.287967089,5833.0,5,0,2,0,2.0
0.0,68,2,0.802284083,1400.0,4,2,2,0,1.0
0.118576285,44,0,0.002072918,8200.0,2,0,0,0,3.0
0.135053284,67,0,944.0,,3,0,0,0,0.0
0.941922581,52,0,0.91622027,4666.0,9,0,2,0,0.0
0.061090427,44,0,0.340352463,11064.0,8,0,2,0,3.0
0.015851549,61,0,0.27712048,6000.0,11,0,1,0,1.0
0.107964287,70,0,0.033370829,8000.0,5,0,0,0,0.0
0.116474788,47,0,0.315550287,5060.0,12,0,1,0,2.0
0.009984799,39,0,16.0,,9,0,0,0,
0.646471624,57,2,0.657375346,5775.0,15,1,0,1,1.0
1.01754386,26,0,0.067310896,3000.0,6,0,0,0,0.0
0.557352957,66,0,0.296044066,9984.0,10,0,1,0,1.0
0.141431125,52,0,0.323792663,10166.0,7,0,2,0,0.0
0.049203696,54,0,1.209136331,1400.0,21,0,1,0,1.0
0.059796489,44,0,0.535441658,3667.0,8,0,1,0,0.0
0.0,50,0,1250.0,,3,0,1,0,0.0
0.002216699,56,0,0.006890961,7400.0,9,0,0,0,0.0
0.9999999,38,1,0.293784369,6000.0,2,0,2,0,0.0
5.11e-05,70,0,0.0,1879.0,8,0,0,0,0.0
0.104889511,32,0,0.256088825,8375.0,13,0,3,0,0.0
0.451289418,73,0,0.502387658,8166.0,13,0,2,0,0.0
0.125340897,31,0,0.117005662,4768.0,5,0,0,0,2.0
0.99340066,32,0,0.120646559,6000.0,3,0,0,0,2.0
0.796323807,54,0,0.396400985,11780.0,10,0,2,0,1.0
0.002078893,51,0,0.223577236,5165.0,13,0,2,1,1.0
0.146346586,60,0,0.107100357,5041.0,6,0,1,0,0.0
0.139170818,58,0,0.062394604,1778.0,7,0,0,0,0.0
0.039249245,69,0,835.0,,3,0,1,0,1.0
1.575452716,50,0,0.567786222,8157.0,9,0,1,0,1.0
0.186120966,67,0,0.562602772,4256.0,34,0,1,0,0.0
0.037385056,27,0,0.167449139,1916.0,4,0,0,0,0.0
0.821623783,40,0,0.508419201,3978.0,12,0,2,0,1.0
0.150729657,57,0,0.827491093,8700.0,26,0,3,0,1.0
0.034364901,61,0,0.063463282,3308.0,21,0,0,0,0.0
0.273516159,63,0,0.217837622,7500.0,15,0,1,0,0.0
0.279544091,26,0,0.258458647,2127.0,4,0,0,0,0.0
0.093912754,66,0,0.408909195,3501.0,10,0,2,0,0.0
0.019656581,76,0,477.0,0.0,6,0,1,0,0.0
0.173478286,76,0,89.0,,6,0,0,0,0.0
0.111541026,60,0,0.187466667,3749.0,12,0,0,0,0.0
0.14458853,50,0,0.3374613,10012.0,4,0,2,0,3.0
0.034623557,78,0,341.0,,6,0,2,0,1.0
0.96629053,43,0,0.423937554,5764.0,4,0,2,0,0.0
0.095116195,62,0,0.176385889,4166.0,4,0,1,0,0.0
0.874868125,30,0,0.982003272,5500.0,18,0,2,0,0.0
0.693153423,66,0,0.37478185,4583.0,3,0,2,0,1.0
0.023990404,30,0,0.466133467,4000.0,4,0,1,0,0.0
0.100351248,43,0,0.614004879,6968.0,13,0,2,0,0.0
0.160071835,61,0,0.68003314,6034.0,12,0,3,0,0.0
0.9999999,56,5,0.539940007,9000.0,16,0,2,1,2.0
0.03333301,69,0,897.0,,15,0,1,0,0.0
0.352599627,38,0,0.514226945,5833.0,19,0,2,0,0.0
0.059558778,72,0,0.010380623,2600.0,3,0,0,0,0.0
0.356926124,86,0,0.248846225,5416.0,12,0,0,0,0.0
0.531069032,47,0,0.997933382,8225.0,18,0,4,0,3.0
0.079629024,37,0,0.115376925,5000.0,14,0,0,0,1.0
0.784743287,51,1,0.4545559,8702.0,15,3,2,3,0.0
0.308768783,58,0,0.926715523,1500.0,7,0,2,0,3.0
0.011137923,56,0,0.342001131,24765.0,14,0,4,0,1.0
0.168854146,46,0,0.431803609,10916.0,21,0,3,0,2.0
0.161383586,51,0,0.7270996,5250.0,13,0,2,0,1.0
0.054306935,38,0,0.259697567,6083.0,9,0,2,0,2.0
0.238850743,40,0,0.365176538,7023.0,5,0,1,0,1.0
0.067219965,69,0,0.164119412,7000.0,9,0,1,0,1.0
